protein_id	protein_name	copy_number	cluster_id
GDKOHJ_01185	L-lysine exporter LysO	1	GDKOHJ_01185
GDKOHJ_01180	aquaporin Z	1	GDKOHJ_01180
GDKOHJ_01175	Uncharacterized protein YbjD	1	GDKOHJ_01175
GDKOHJ_01170	Uncharacterized protein YbjX	1	GDKOHJ_01170
GDKOHJ_01110	thioredoxin-disulfide reductase	1	GDKOHJ_01110
GDKOHJ_01160	macrolide ABC transporter ATP-binding protein/permease MacB	1	GDKOHJ_01160
GDKOHJ_01155	cold shock-like protein CspD	1	GDKOHJ_01155
GDKOHJ_01150	Protein YljB	1	GDKOHJ_01150
GDKOHJ_01145	ATP-dependent Clp protease adapter ClpS	1	GDKOHJ_01145
GDKOHJ_01140	ATP-dependent Clp protease ATP-binding subunit ClpA	1	GDKOHJ_01140
GDKOHJ_01130	translation initiation factor IF-1	1	GDKOHJ_01130
GDKOHJ_01125	leucyl/phenylalanyl-tRNA--protein transferase	1	GDKOHJ_01125
GDKOHJ_01120	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	1	GDKOHJ_01120
GDKOHJ_01115	cysteine/glutathione ABC transporter permease/ATP-binding protein CydD	1	GDKOHJ_01115
GDKOHJ_01165	macrolide transporter subunit MacA	1	GDKOHJ_01165
GDKOHJ_08210	diacylglycerol kinase	1	GDKOHJ_08210
GDKOHJ_08205	transcriptional repressor LexA	1	GDKOHJ_08205
GDKOHJ_08200	MATE family efflux transporter DinF	1	GDKOHJ_08200
GDKOHJ_08195	UPF0337 protein YjbJ	1	GDKOHJ_08195
GDKOHJ_08190	zinc uptake transcriptional repressor Zur	1	GDKOHJ_08190
GDKOHJ_08185	tRNA dihydrouridine(20/20a) synthase DusA	1	GDKOHJ_08185
GDKOHJ_08180	envelope stress response protein PspG	1	GDKOHJ_08180
GDKOHJ_08175	Quinone oxidoreductase 1	1	GDKOHJ_08175
GDKOHJ_00110	thiamine kinase	1	GDKOHJ_00110
GDKOHJ_08165	alanine racemase	1	GDKOHJ_08165
GDKOHJ_08160	aromatic amino acid transaminase	1	GDKOHJ_08160
GDKOHJ_08155	2-oxoglutarate dehydrogenase E1 component	1	GDKOHJ_08155
GDKOHJ_08150	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	1	GDKOHJ_08150
GDKOHJ_08145	dihydrolipoyl dehydrogenase	1	GDKOHJ_08145
GDKOHJ_08140	ADP-forming succinate--CoA ligase subunit beta	1	GDKOHJ_08140
GDKOHJ_08135	succinate--CoA ligase subunit alpha	1	GDKOHJ_08135
GDKOHJ_08130	DASS family sodium-coupled anion symporter	1	GDKOHJ_08130
GDKOHJ_08170	replicative DNA helicase	1	GDKOHJ_08170
GDKOHJ_08325	Uncharacterized protein YjbD	1	GDKOHJ_08325
GDKOHJ_08320	lysine-sensitive aspartokinase 3	1	GDKOHJ_08320
GDKOHJ_08315	glucose-6-phosphate isomerase	1	GDKOHJ_08315
GDKOHJ_08300	Uncharacterized protein YjbE	1	GDKOHJ_08300
GDKOHJ_08295	Uncharacterized lipoprotein YjbF	1	GDKOHJ_08295
GDKOHJ_08290	Uncharacterized protein YjbG	1	GDKOHJ_08290
GDKOHJ_08285	Putative lipoprotein	1	GDKOHJ_08285
GDKOHJ_08280	hypothetical protein	1	GDKOHJ_08280
GDKOHJ_08215	glycerol-3-phosphate 1-O-acyltransferase PlsB	1	GDKOHJ_08215
GDKOHJ_08270	maltose ABC transporter permease MalG	1	GDKOHJ_08270
GDKOHJ_08265	maltose ABC transporter permease MalF	1	GDKOHJ_08265
GDKOHJ_08260	maltose/maltodextrin ABC transporter substrate-binding protein MalE	1	GDKOHJ_08260
GDKOHJ_08255	maltose/maltodextrin ABC transporter ATP-binding protein MalK	1	GDKOHJ_08255
GDKOHJ_08250	maltoporin LamB	1	GDKOHJ_08250
GDKOHJ_08230	maltose operon protein MalM	1	GDKOHJ_08230
GDKOHJ_08225	chorismate lyase	1	GDKOHJ_08225
GDKOHJ_08220	4-hydroxybenzoate octaprenyltransferase	1	GDKOHJ_08220
GDKOHJ_08275	phosphate-starvation-inducible protein PsiE	1	GDKOHJ_08275
GDKOHJ_20895	DNA polymerase III subunit theta	1	GDKOHJ_20895
GDKOHJ_20890	Uncharacterized protein YobB	1	GDKOHJ_20890
GDKOHJ_20885	exodeoxyribonuclease X	1	GDKOHJ_20885
GDKOHJ_20880	oligopeptidase B	1	GDKOHJ_20880
GDKOHJ_20875	Inner membrane protein YebE	1	GDKOHJ_20875
GDKOHJ_20870	hypothetical protein	1	GDKOHJ_20870
GDKOHJ_20865	protein YebF	1	GDKOHJ_20865
GDKOHJ_20860	DNA damage-inducible protein YebG	1	GDKOHJ_20860
GDKOHJ_08125	Lactate dehydrogenase	1	GDKOHJ_08125
GDKOHJ_20850	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	1	GDKOHJ_20850
GDKOHJ_20845	phosphogluconate dehydratase	1	GDKOHJ_20845
GDKOHJ_20840	glucose-6-phosphate dehydrogenase	1	GDKOHJ_20840
GDKOHJ_20835	hypothetical protein	1	GDKOHJ_20835
GDKOHJ_20830	DNA-binding transcriptional regulator HexR	1	GDKOHJ_20830
GDKOHJ_20825	pyruvate kinase	1	GDKOHJ_20825
GDKOHJ_20820	lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase	1	GDKOHJ_20820
GDKOHJ_20815	murein DD-endopeptidase MepM	1	GDKOHJ_20815
GDKOHJ_20855	formate-dependent phosphoribosylglycinamide formyltransferase	1	GDKOHJ_20855
GDKOHJ_08120	Response regulator	1	GDKOHJ_08120
GDKOHJ_08115	histidine kinase	1	GDKOHJ_08115
GDKOHJ_08110	acid phosphatase AphA	1	GDKOHJ_08110
GDKOHJ_08105	UPF0047 protein YjbQ	1	GDKOHJ_08105
GDKOHJ_08100	Uncharacterized protein YjbR	1	GDKOHJ_08100
GDKOHJ_08090	excinuclease ABC subunit UvrA	1	GDKOHJ_08090
GDKOHJ_08085	single-stranded DNA-binding protein SSB1	1	GDKOHJ_08085
GDKOHJ_08080	Inner membrane protein	1	GDKOHJ_08080
GDKOHJ_20900	CopC domain-containing protein YobA	1	GDKOHJ_20900
GDKOHJ_08070	regulatory protein SoxS	1	GDKOHJ_08070
GDKOHJ_08065	redox-sensitive transcriptional activator SoxR	1	GDKOHJ_08065
GDKOHJ_08055	guanine/hypoxanthine transporter GhxP	1	GDKOHJ_08055
GDKOHJ_08050	Na+/H+ antiporter	1	GDKOHJ_08050
GDKOHJ_08045	DNA-binding transcriptional regulator, LysR family	1	GDKOHJ_08045
GDKOHJ_08040	Holin-like protein CidA	1	GDKOHJ_08040
GDKOHJ_08035	Putative effector of murein hydrolase	1	GDKOHJ_08035
GDKOHJ_08030	cation/acetate symporter ActP	1	GDKOHJ_08030
GDKOHJ_20905	copper homeostasis membrane protein CopD	1	GDKOHJ_20905
GDKOHJ_08075	c-di-GMP phosphodiesterase PdeC	1	GDKOHJ_08075
GDKOHJ_18825	deoxyribonuclease IV	1	GDKOHJ_18825
GDKOHJ_18820	sugar kinase	1	GDKOHJ_18820
GDKOHJ_18815	ribosylpyrimidine nucleosidase	1	GDKOHJ_18815
GDKOHJ_18810	Regulatory protein YeiL	1	GDKOHJ_18810
GDKOHJ_18805	Putative pseudouridine transporter	1	GDKOHJ_18805
GDKOHJ_18800	pseudouridine-5'-phosphate glycosidase	1	GDKOHJ_18800
GDKOHJ_18795	pseudouridine kinase	1	GDKOHJ_18795
GDKOHJ_18790	PTS fructose transporter subunit IIBC	1	GDKOHJ_18790
GDKOHJ_08330	23S rRNA pseudouridine(2604) synthase RluF	1	GDKOHJ_08330
GDKOHJ_08585	transcription termination/antitermination protein NusG	1	GDKOHJ_08585
GDKOHJ_08580	50S ribosomal protein L11	1	GDKOHJ_08580
GDKOHJ_08575	50S ribosomal protein L1	1	GDKOHJ_08575
GDKOHJ_08570	50S ribosomal protein L10	1	GDKOHJ_08570
GDKOHJ_08565	50S ribosomal protein L7/L12	1	GDKOHJ_08565
GDKOHJ_08555	DNA-directed RNA polymerase subunit beta RpoB	1	GDKOHJ_08555
GDKOHJ_08550	DNA-directed RNA polymerase subunit beta'	1	GDKOHJ_08550
GDKOHJ_08545	2-iminoacetate synthase ThiH	1	GDKOHJ_08545
GDKOHJ_08590	preprotein translocase subunit SecE	1	GDKOHJ_08590
GDKOHJ_18925	tRNA dihydrouridine(16) synthase DusC	1	GDKOHJ_18925
GDKOHJ_18920	UPF0299 membrane protein YohJ	1	GDKOHJ_18920
GDKOHJ_18915	CidB/LrgB family autolysis modulator	1	GDKOHJ_18915
GDKOHJ_18910	cytidine deaminase	1	GDKOHJ_18910
GDKOHJ_18905	outer membrane permeability protein SanA	1	GDKOHJ_18905
GDKOHJ_18900	Uncharacterized protein YeiS	1	GDKOHJ_18900
GDKOHJ_18895	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT	1	GDKOHJ_18895
GDKOHJ_18890	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	1	GDKOHJ_18890
GDKOHJ_18830	UPF0324 inner membrane protein YeiH	1	GDKOHJ_18830
GDKOHJ_18875	galactose/methyl galactoside ABC transporter ATP-binding protein MglA	1	GDKOHJ_18875
GDKOHJ_18870	galactose/glucose ABC transporter substrate-binding protein MglB	1	GDKOHJ_18870
GDKOHJ_18865	HTH-type transcriptional regulator GalS	1	GDKOHJ_18865
GDKOHJ_18860	DUF418 domain-containing protein	1	GDKOHJ_18860
GDKOHJ_18855	GTP cyclohydrolase I FolE	1	GDKOHJ_18855
GDKOHJ_18850	S-formylglutathione hydrolase	1	GDKOHJ_18850
GDKOHJ_18845	catecholate siderophore receptor CirA	1	GDKOHJ_18845
GDKOHJ_18840	lysine-specific permease	1	GDKOHJ_18840
GDKOHJ_18835	DNA-binding transcriptional regulator YeiE	1	GDKOHJ_18835
GDKOHJ_18880	galactose/methyl galactoside ABC transporter permease MglC	1	GDKOHJ_18880
GDKOHJ_08415	homoserine O-succinyltransferase	1	GDKOHJ_08415
GDKOHJ_08410	malate synthase A	1	GDKOHJ_08410
GDKOHJ_08405	isocitrate lyase	1	GDKOHJ_08405
GDKOHJ_08400	bifunctional isocitrate dehydrogenase kinase/phosphatase	1	GDKOHJ_08400
GDKOHJ_08395	glyoxylate bypass operon transcriptional repressor IclR	1	GDKOHJ_08395
GDKOHJ_08390	methionine synthase	1	GDKOHJ_08390
GDKOHJ_08385	hypothetical protein	1	GDKOHJ_08385
GDKOHJ_08380	Inner membrane protein	1	GDKOHJ_08380
GDKOHJ_08540	thiazole synthase	1	GDKOHJ_08540
GDKOHJ_08370	dipeptidase PepE	1	GDKOHJ_08370
GDKOHJ_08365	L-sorbose 1-phosphate reductase	1	GDKOHJ_08365
GDKOHJ_08360	PTS system sorbose-specific EIID component	1	GDKOHJ_08360
GDKOHJ_08355	PTS system sorbose-specific EIIC component	1	GDKOHJ_08355
GDKOHJ_08350	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	1	GDKOHJ_08350
GDKOHJ_08345	Phosphotransferase system, mannose/fructose-specific component IIA	1	GDKOHJ_08345
GDKOHJ_08340	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1	GDKOHJ_08340
GDKOHJ_08335	DNA-binding transcriptional regulator LsrR, DeoR family	1	GDKOHJ_08335
GDKOHJ_08375	Uncharacterized protein YjbB	1	GDKOHJ_08375
GDKOHJ_08535	sulfur carrier protein ThiS	1	GDKOHJ_08535
GDKOHJ_08530	thiazole biosynthesis adenylyltransferase ThiF	1	GDKOHJ_08530
GDKOHJ_08525	thiamine phosphate synthase	1	GDKOHJ_08525
GDKOHJ_08520	phosphomethylpyrimidine synthase ThiC	1	GDKOHJ_08520
GDKOHJ_08515	sigma D regulator	1	GDKOHJ_08515
GDKOHJ_08510	NAD(+) diphosphatase	1	GDKOHJ_08510
GDKOHJ_08505	uroporphyrinogen decarboxylase	1	GDKOHJ_08505
GDKOHJ_08500	deoxyribonuclease V	1	GDKOHJ_08500
GDKOHJ_08420	acetyltransferase	1	GDKOHJ_08420
GDKOHJ_08490	nucleoid-associated protein HU-alpha	1	GDKOHJ_08490
GDKOHJ_08485	Uncharacterized protein YjaH	1	GDKOHJ_08485
GDKOHJ_08480	zinc resistance sensor/chaperone ZraP	1	GDKOHJ_08480
GDKOHJ_08475	Zinc resistance-associated protein	1	GDKOHJ_08475
GDKOHJ_08470	two-component system sensor histidine kinase ZraS	1	GDKOHJ_08470
GDKOHJ_08465	sigma-54-dependent response regulator transcription factor ZraR	1	GDKOHJ_08465
GDKOHJ_08460	Phosphoribosylamine--glycine ligase	1	GDKOHJ_08460
GDKOHJ_08455	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	1	GDKOHJ_08455
GDKOHJ_08425	Conserved stress-induced protein	1	GDKOHJ_08425
GDKOHJ_08495	DUF416 domain-containing protein	1	GDKOHJ_08495
GDKOHJ_20295	Flagellar hook-length control protein	1	GDKOHJ_20295
GDKOHJ_20290	flagellar basal body-associated protein FliL	1	GDKOHJ_20290
GDKOHJ_20285	flagellar motor switch protein FliM	1	GDKOHJ_20285
GDKOHJ_20280	Flagellar motor switch protein FliN	1	GDKOHJ_20280
GDKOHJ_20275	flagellar biosynthetic protein FliO	1	GDKOHJ_20275
GDKOHJ_20270	flagellar type III secretion system pore protein FliP	1	GDKOHJ_20270
GDKOHJ_20265	flagellar biosynthesis protein FliQ	1	GDKOHJ_20265
GDKOHJ_20260	flagellar biosynthetic protein FliR	1	GDKOHJ_20260
GDKOHJ_20810	zinc ABC transporter substrate-binding protein ZnuA	1	GDKOHJ_20810
GDKOHJ_20250	protein DsrB	1	GDKOHJ_20250
GDKOHJ_20245	YodD family peroxide/acid resistance protein	1	GDKOHJ_20245
GDKOHJ_20235	mannosyl-3-phosphoglycerate phosphatase-related protein	1	GDKOHJ_20235
GDKOHJ_20230	cellulose biosynthesis regulator diguanylate cyclase DgcQ	1	GDKOHJ_20230
GDKOHJ_20225	DUF2158 domain-containing protein	1	GDKOHJ_20225
GDKOHJ_20220	Inner membrane protein YedI	1	GDKOHJ_20220
GDKOHJ_20215	drug/metabolite exporter YedA	1	GDKOHJ_20215
GDKOHJ_20210	VSPR family DNA mismatch endonuclease	1	GDKOHJ_20210
GDKOHJ_20255	transcriptional regulator RcsA	1	GDKOHJ_20255
GDKOHJ_20395	DNA-directed RNA polymerase specialized sigma subunit	1	GDKOHJ_20395
GDKOHJ_20390	Flagellin	1	GDKOHJ_20390
GDKOHJ_20385	flagellar filament capping protein FliD	1	GDKOHJ_20385
GDKOHJ_20380	flagellar export chaperone FliS	1	GDKOHJ_20380
GDKOHJ_20375	flagella biosynthesis regulatory protein FliT	1	GDKOHJ_20375
GDKOHJ_20370	alpha-amylase	1	GDKOHJ_20370
GDKOHJ_20365	lipoprotein YedD	1	GDKOHJ_20365
GDKOHJ_20360	selenium metabolism membrane protein YedE/FdhT	1	GDKOHJ_20360
GDKOHJ_20300	flagellar export protein FliJ	1	GDKOHJ_20300
GDKOHJ_20350	Abasic site processing protein YedK	1	GDKOHJ_20350
GDKOHJ_20340	Uncharacterized HTH-type transcriptional regulator YbcM	1	GDKOHJ_20340
GDKOHJ_20335	Raf kinase inhibitor-like protein YbcL	1	GDKOHJ_20335
GDKOHJ_20330	multidrug efflux SMR transporter EmrE	1	GDKOHJ_20330
GDKOHJ_20325	flagellar hook-basal body complex protein FliE	1	GDKOHJ_20325
GDKOHJ_20320	flagellar basal-body MS-ring/collar protein FliF	1	GDKOHJ_20320
GDKOHJ_20315	flagellar motor switch protein FliG	1	GDKOHJ_20315
GDKOHJ_20310	flagellar assembly protein FliH	1	GDKOHJ_20310
GDKOHJ_20305	flagellar protein export ATPase FliI	1	GDKOHJ_20305
GDKOHJ_20355	sulfurtransferase-like selenium metabolism protein YedF	1	GDKOHJ_20355
GDKOHJ_20100	MobQ family relaxase	1	GDKOHJ_20100
GDKOHJ_20095	Lysogenic conversion protein	1	GDKOHJ_20095
GDKOHJ_20090	Transmembrane protein	1	GDKOHJ_20090
GDKOHJ_20085	Lipoprotein	1	GDKOHJ_20085
GDKOHJ_20080	hypothetical protein	1	GDKOHJ_20080
GDKOHJ_20065	hypothetical protein	1	GDKOHJ_20065
GDKOHJ_20060	hypothetical protein	1	GDKOHJ_20060
GDKOHJ_20055	hypothetical protein	1	GDKOHJ_20055
GDKOHJ_20205	DNA-cytosine methyltransferase	1	GDKOHJ_20205
GDKOHJ_20045	Conjugal transfer protein	1	GDKOHJ_20045
GDKOHJ_20040	hypothetical protein	1	GDKOHJ_20040
GDKOHJ_20035	MotA/TolQ/ExbB proton channel domain-containing protein	1	GDKOHJ_20035
GDKOHJ_20030	DotA/TraY family protein	1	GDKOHJ_20030
GDKOHJ_20025	Protein TraL	1	GDKOHJ_20025
GDKOHJ_20020	Restriction endonuclease type IV Mrr domain-containing protein	1	GDKOHJ_20020
GDKOHJ_20015	hypothetical protein	1	GDKOHJ_20015
GDKOHJ_20010	LysR family transcriptional regulator	1	GDKOHJ_20010
GDKOHJ_20050	hypothetical protein	1	GDKOHJ_20050
GDKOHJ_20200	phosphohydrolase	1	GDKOHJ_20200
GDKOHJ_20190	Phage protein	1	GDKOHJ_20190
GDKOHJ_20185	Porin	1	GDKOHJ_20185
GDKOHJ_20180	glyoxalase III HchA	1	GDKOHJ_20180
GDKOHJ_20175	two-component system sensor histidine kinase HprS	1	GDKOHJ_20175
GDKOHJ_20170	response regulator transcription factor HprR	1	GDKOHJ_20170
GDKOHJ_20165	hydroxyisourate hydrolase	1	GDKOHJ_20165
GDKOHJ_20160	protein-methionine-sulfoxide reductase catalytic subunit MsrP	1	GDKOHJ_20160
GDKOHJ_20105	hypothetical protein	1	GDKOHJ_20105
GDKOHJ_20150	metal-binding protein ZinT	1	GDKOHJ_20150
GDKOHJ_20145	Integrase	1	GDKOHJ_20145
GDKOHJ_20140	VOC family protein	1	GDKOHJ_20140
GDKOHJ_20135	Bacterial shufflon protein N-terminal domain-containing protein	1	GDKOHJ_20135
GDKOHJ_20130	Type 4 secretion system PilS N-terminal domain-containing protein	1	GDKOHJ_20130
GDKOHJ_20125	Conjugal transfer protein TraD	1	GDKOHJ_20125
GDKOHJ_20120	hypothetical protein	1	GDKOHJ_20120
GDKOHJ_20115	hypothetical protein	1	GDKOHJ_20115
GDKOHJ_20110	hypothetical protein	1	GDKOHJ_20110
GDKOHJ_20155	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	1	GDKOHJ_20155
GDKOHJ_20705	type B-3 chloramphenicol O-acetyltransferase CatB3	1	GDKOHJ_20705
GDKOHJ_20695	aminoglycoside N-acetyltransferase AAC(3)-IIe	1	GDKOHJ_20695
GDKOHJ_20690	ATP-binding protein	1	GDKOHJ_20690
GDKOHJ_20685	IS3 family ISKpn11 transposase ORF A	1	GDKOHJ_20685
GDKOHJ_20680	Mobile element protein	1	GDKOHJ_20680
GDKOHJ_20675	UPF0759 protein YecE	1	GDKOHJ_20675
GDKOHJ_20670	Inner membrane protein YecN	1	GDKOHJ_20670
GDKOHJ_20665	carboxy-S-adenosyl-L-methionine synthase CmoA	1	GDKOHJ_20665
GDKOHJ_20400	DNA-directed RNA polymerase specialized sigma subunit	1	GDKOHJ_20400
GDKOHJ_20650	Trimethylamine-N-oxide reductase 2	1	GDKOHJ_20650
GDKOHJ_20645	Trimethylamine-N-oxide reductase 2	1	GDKOHJ_20645
GDKOHJ_20640	Tetraheme cytochrome c subunit NapC of nitrate or TMAO reductase	1	GDKOHJ_20640
GDKOHJ_20630	copper homeostasis protein CutC	1	GDKOHJ_20630
GDKOHJ_20625	VOC family protein	1	GDKOHJ_20625
GDKOHJ_20620	arginine--tRNA ligase	1	GDKOHJ_20620
GDKOHJ_20615	flagellar protein FlhE	1	GDKOHJ_20615
GDKOHJ_20610	flagellar biosynthesis protein FlhA	1	GDKOHJ_20610
GDKOHJ_20660	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	1	GDKOHJ_20660
GDKOHJ_20805	zinc ABC transporter ATP-binding protein ZnuC	1	GDKOHJ_20805
GDKOHJ_20800	zinc ABC transporter permease subunit ZnuB	1	GDKOHJ_20800
GDKOHJ_20795	Holliday junction branch migration DNA helicase RuvB	1	GDKOHJ_20795
GDKOHJ_20790	Holliday junction branch migration protein RuvA	1	GDKOHJ_20790
GDKOHJ_20785	Succinate dehydrogenase	1	GDKOHJ_20785
GDKOHJ_20780	Protein	1	GDKOHJ_20780
GDKOHJ_20775	crossover junction endodeoxyribonuclease RuvC	1	GDKOHJ_20775
GDKOHJ_20770	Holliday junction resolvase	1	GDKOHJ_20770
GDKOHJ_20710	oxacillin-hydrolyzing class D beta-lactamase OXA-1	1	GDKOHJ_20710
GDKOHJ_20760	dihydroneopterin triphosphate diphosphatase	1	GDKOHJ_20760
GDKOHJ_20755	aspartate--tRNA ligase	1	GDKOHJ_20755
GDKOHJ_20750	hydrolase	1	GDKOHJ_20750
GDKOHJ_20745	IS1380 family ISEc9 transposase	1	GDKOHJ_20745
GDKOHJ_20740	IS1380 family transposase	1	GDKOHJ_20740
GDKOHJ_20735	extended-spectrum class A beta-lactamase CTX-M-15	1	GDKOHJ_20735
GDKOHJ_20730	Tryptophan synthase beta chain like	1	GDKOHJ_20730
GDKOHJ_20725	Tn3 family transposase	1	GDKOHJ_20725
GDKOHJ_20715	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	1	GDKOHJ_20715
GDKOHJ_20765	YebC/PmpR family DNA-binding transcriptional regulator	1	GDKOHJ_20765
GDKOHJ_20500	Uncharacterized protein YecJ	1	GDKOHJ_20500
GDKOHJ_20495	stress response protein AzuC	1	GDKOHJ_20495
GDKOHJ_20490	Uncharacterized protein YecR	1	GDKOHJ_20490
GDKOHJ_20485	non-heme ferritin	1	GDKOHJ_20485
GDKOHJ_20480	Metal-binding protein	1	GDKOHJ_20480
GDKOHJ_20475	tyrosine transporter TyrP	1	GDKOHJ_20475
GDKOHJ_20470	UPF0149 family protein YecA	1	GDKOHJ_20470
GDKOHJ_20450	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	1	GDKOHJ_20450
GDKOHJ_20605	flagellar biosynthesis protein FlhB	1	GDKOHJ_20605
GDKOHJ_20440	UvrY/SirA/GacA family response regulator transcription factor	1	GDKOHJ_20440
GDKOHJ_20435	DUF2594 domain-containing protein	1	GDKOHJ_20435
GDKOHJ_20430	transcriptional regulator SdiA	1	GDKOHJ_20430
GDKOHJ_20425	L-cystine ABC transporter ATP-binding protein TcyN	1	GDKOHJ_20425
GDKOHJ_20420	cystine ABC transporter permease	1	GDKOHJ_20420
GDKOHJ_20415	D-cysteine desulfhydrase	1	GDKOHJ_20415
GDKOHJ_20410	cystine ABC transporter substrate-binding protein	1	GDKOHJ_20410
GDKOHJ_20405	flagella biosynthesis regulatory protein FliZ	1	GDKOHJ_20405
GDKOHJ_20445	excinuclease ABC subunit UvrC	1	GDKOHJ_20445
GDKOHJ_20600	protein phosphatase CheZ	1	GDKOHJ_20600
GDKOHJ_20595	chemotaxis regulatory protein CheY	1	GDKOHJ_20595
GDKOHJ_20590	protein-glutamate methylesterase/protein glutamine deamidase	1	GDKOHJ_20590
GDKOHJ_20585	protein-glutamate O-methyltransferase CheR	1	GDKOHJ_20585
GDKOHJ_20580	Dipeptide chemoreceptor protein	1	GDKOHJ_20580
GDKOHJ_20575	methyl-accepting chemotaxis protein II	1	GDKOHJ_20575
GDKOHJ_20565	chemotaxis protein CheW	1	GDKOHJ_20565
GDKOHJ_20560	chemotaxis protein CheA	1	GDKOHJ_20560
GDKOHJ_20505	non-heme ferritin-like protein	1	GDKOHJ_20505
GDKOHJ_20550	flagellar motor stator protein MotA	1	GDKOHJ_20550
GDKOHJ_20545	flagellar transcriptional regulator FlhC	1	GDKOHJ_20545
GDKOHJ_20540	flagellar transcriptional regulator FlhD	1	GDKOHJ_20540
GDKOHJ_20535	universal stress protein UspC	1	GDKOHJ_20535
GDKOHJ_20530	alpha,alpha-trehalose-phosphate synthase	1	GDKOHJ_20530
GDKOHJ_20525	trehalose-phosphatase	1	GDKOHJ_20525
GDKOHJ_20520	arabinose ABC transporter permease AraH	1	GDKOHJ_20520
GDKOHJ_20515	arabinose ABC transporter ATP-binding protein AraG	1	GDKOHJ_20515
GDKOHJ_20510	arabinose ABC transporter substrate-binding protein AraF	1	GDKOHJ_20510
GDKOHJ_20555	flagellar motor protein MotB	1	GDKOHJ_20555
GDKOHJ_14700	Secreted auto transporter toxin	1	GDKOHJ_14700
GDKOHJ_14695	serine protease autotransporter toxin Sat	1	GDKOHJ_14695
GDKOHJ_14690	Autotransporter domain-containing protein	1	GDKOHJ_14690
GDKOHJ_14665	L-lactate permease	1	GDKOHJ_14665
GDKOHJ_14660	Secreted protein	1	GDKOHJ_14660
GDKOHJ_14655	Prophage protein	1	GDKOHJ_14655
GDKOHJ_14650	hypothetical protein	1	GDKOHJ_14650
GDKOHJ_14640	IS3 family transposase ORF A	1	GDKOHJ_14640
GDKOHJ_18930	small membrane protein YohP	1	GDKOHJ_18930
GDKOHJ_14630	bifunctional siderophore receptor/adhesin Iha	1	GDKOHJ_14630
GDKOHJ_14625	Transposase	1	GDKOHJ_14625
GDKOHJ_14610	Transposase	1	GDKOHJ_14610
GDKOHJ_14605	Polysialic acid capsule expression protein	1	GDKOHJ_14605
GDKOHJ_14600	Capsule polysaccharide export inner-membrane protein	1	GDKOHJ_14600
GDKOHJ_14595	Polysialic acid transport protein precursor	1	GDKOHJ_14595
GDKOHJ_14590	3-deoxy-manno-octulosonate cytidylyltransferase	1	GDKOHJ_14590
GDKOHJ_14585	Capsule polysaccharide export protein	1	GDKOHJ_14585
GDKOHJ_14635	IS3 family ISEc31 transposase	1	GDKOHJ_14635
GDKOHJ_14855	nucleoside permease NupG	1	GDKOHJ_14855
GDKOHJ_14850	ornithine decarboxylase	1	GDKOHJ_14850
GDKOHJ_14845	Uncharacterized protein YqgA	1	GDKOHJ_14845
GDKOHJ_14815	HTH-type transcriptional regulator PapX	1	GDKOHJ_14815
GDKOHJ_14800	p-fimbriae major subunit	1	GDKOHJ_14800
GDKOHJ_14795	Pap fimbrial major pilin protein	1	GDKOHJ_14795
GDKOHJ_14790	major pilus subunit operon transcriptional regulator PapI	1	GDKOHJ_14790
GDKOHJ_14780	Transposase	1	GDKOHJ_14780
GDKOHJ_14705	ferric aerobactin receptor IutA	1	GDKOHJ_14705
GDKOHJ_14755	YdgH/BhsA/McbA-like domain-containing protein	1	GDKOHJ_14755
GDKOHJ_14750	TetR family transcriptional regulator	1	GDKOHJ_14750
GDKOHJ_14745	F200	1	GDKOHJ_14745
GDKOHJ_14730	ShiF protein	1	GDKOHJ_14730
GDKOHJ_14725	aerobactin synthase IucA	1	GDKOHJ_14725
GDKOHJ_14720	N(6)-hydroxylysine O-acetyltransferase IucB	1	GDKOHJ_14720
GDKOHJ_14715	NIS family aerobactin synthetase IucC	1	GDKOHJ_14715
GDKOHJ_14710	NADPH-dependent L-lysine N(6)-monooxygenase IucD	1	GDKOHJ_14710
GDKOHJ_14760	ISL3 family transposase	1	GDKOHJ_14760
GDKOHJ_16060	tRNA pseudouridine(13) synthase TruD	1	GDKOHJ_16060
GDKOHJ_16055	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	1	GDKOHJ_16055
GDKOHJ_16050	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1	GDKOHJ_16050
GDKOHJ_16045	cell division protein FtsB	1	GDKOHJ_16045
